% Module: Plotter, ID: c0p1t10p1cfm0
% Device: DEV4674
% Time: 2026/07/29 13:17:26
% Demod 1 Sample R,  /dev4674/demods/0/sample.R
% Time (s), Amplitude (V)
-19.9999146667; 1.17760634379e-07
-19.9993173333; 1.17763726703e-07
-19.99872; 1.17767272562e-07
-19.9981226667; 1.17770818461e-07
-19.9975253333; 1.17774364398e-07
-19.996928; 1.17777910375e-07
-19.9963306667; 1.17781002855e-07
-19.9957333333; 1.17784548903e-07
-19.995136; 1.1778809499e-07
-19.9945386667; 1.17791269856e-07
-19.9939413333; 1.17794816029e-07
-19.993344; 1.17797908672e-07
-19.9927466667; 1.17801454917e-07
-19.9921493333; 1.17805001201e-07
-19.991552; 1.17808547523e-07
-19.9909546667; 1.17812093885e-07
-19.9903573333; 1.17815640286e-07
-19.98976; 1.17818733118e-07
-19.9891626667; 1.1782227959e-07
-19.9885653333; 1.17825826101e-07
-19.987968; 1.17829372652e-07
-19.9873706667; 1.17832548079e-07
-19.9867733333; 1.17835641073e-07
-19.986176; 1.17839187742e-07
-19.9855786667; 1.1784273445e-07
-19.9849813333; 1.17846281197e-07
-19.984384; 1.17849827983e-07
-19.9837866667; 1.17853374808e-07
-19.9831893333; 1.1785646799e-07
-19.982592; 1.17860014886e-07
-19.9819946667; 1.17863561821e-07
-19.9813973333; 1.17866737715e-07
-19.9808; 1.17870284736e-07
-19.9802026667; 1.17873831797e-07
-19.9796053333; 1.17876925174e-07
-19.979008; 1.17880472305e-07
-19.9784106667; 1.17884019476e-07
-19.9778133333; 1.17887566686e-07
-19.977216; 1.17891113934e-07
-19.9766186667; 1.17894661222e-07
-19.9760213333; 1.17898208549e-07
-19.975424; 1.17900931146e-07
-19.9748266667; 1.17904478552e-07
-19.9742293333; 1.17908025997e-07
-19.973632; 1.17911573481e-07
-19.9730346667; 1.17915121004e-07
-19.9724373333; 1.17918668566e-07
-19.97184; 1.17921762357e-07
-19.9712426667; 1.1792530999e-07
-19.9706453333; 1.17928857662e-07
-19.970048; 1.17932034448e-07
-19.9694506667; 1.17935582206e-07
-19.9688533333; 1.17939130003e-07
-19.968256; 1.17942677839e-07
-19.9676586667; 1.17945771856e-07
-19.9670613333; 1.17949319763e-07
-19.966464; 1.17952867709e-07
-19.9658666667; 1.17956415694e-07
-19.9652693333; 1.17959963718e-07
-19.964672; 1.1796314093e-07
-19.9640746667; 1.1796668904e-07
-19.9634773333; 1.17969783284e-07
-19.96288; 1.17973331465e-07
-19.9622826667; 1.17976879684e-07
-19.9616853333; 1.17980427943e-07
-19.961088; 1.1798397624e-07
-19.9604906667; 1.17987524577e-07
-19.9598933333; 1.17991072952e-07
-19.959296; 1.17994621366e-07
-19.9586986667; 1.17997345092e-07
-19.9581013333; 1.18000893586e-07
-19.957504; 1.18004442118e-07
-19.9569066667; 1.18007990689e-07
-19.9563093333; 1.18011539299e-07
-19.955712; 1.18015087948e-07
-19.9551146667; 1.18018636635e-07
-19.9545173333; 1.18022185361e-07
