% Module: Plotter, ID: c0p1t10p1cfm0
% Device: DEV4674
% Time: 2026/08/06 10:12:25
% Demod 1 Sample R,  /dev4674/demods/0/sample.R
% Time (s), Amplitude (V)
-19.9999146667; 1.36645559658e-07
-19.9993173333; 1.36698163983e-07
-19.99872; 1.36750434985e-07
-19.9981226667; 1.36803509559e-07
-19.9975253333; 1.36857366077e-07
-19.996928; 1.36911216916e-07
-19.9963306667; 1.36964583849e-07
-19.9957333333; 1.37015062739e-07
-19.995136; 1.37062658409e-07
-19.9945386667; 1.37106013923e-07
-19.9939413333; 1.37146067537e-07
-19.993344; 1.371832733e-07
-19.9927466667; 1.37219338591e-07
-19.9921493333; 1.37255724102e-07
-19.991552; 1.37292532467e-07
-19.9909546667; 1.37330561858e-07
-19.9903573333; 1.37370390858e-07
-19.98976; 1.37410416939e-07
-19.9891626667; 1.37451105919e-07
-19.9885653333; 1.37491074362e-07
-19.987968; 1.37531465942e-07
-19.9873706667; 1.37573375232e-07
-19.9867733333; 1.37616322965e-07
-19.986176; 1.37661999656e-07
-19.9855786667; 1.37711076724e-07
-19.9849813333; 1.37762516113e-07
-19.984384; 1.37814454324e-07
-19.9837866667; 1.37866167596e-07
-19.9831893333; 1.37915652029e-07
-19.982592; 1.37962197632e-07
-19.9819946667; 1.38005046586e-07
-19.9813973333; 1.38044715694e-07
-19.9808; 1.38080871459e-07
-19.9802026667; 1.38115159531e-07
-19.9796053333; 1.38148391006e-07
-19.979008; 1.38179961915e-07
-19.9784106667; 1.38208848465e-07
-19.9778133333; 1.38233888096e-07
-19.977216; 1.3825505539e-07
-19.9766186667; 1.38273009537e-07
-19.9760213333; 1.38288543692e-07
-19.975424; 1.38302896115e-07
-19.9748266667; 1.38316023627e-07
-19.9742293333; 1.38330454658e-07
-19.973632; 1.38345586041e-07
-19.9730346667; 1.38360973304e-07
-19.9724373333; 1.38376178246e-07
-19.97184; 1.38389640255e-07
-19.9712426667; 1.38401179003e-07
-19.9706453333; 1.38411174049e-07
-19.970048; 1.38419436906e-07
-19.9694506667; 1.38429154183e-07
-19.9688533333; 1.38440688897e-07
-19.968256; 1.3845400254e-07
-19.9676586667; 1.38469223376e-07
-19.9670613333; 1.38484465557e-07
-19.966464; 1.38497616474e-07
-19.9658666667; 1.38507022963e-07
-19.9652693333; 1.38510801434e-07
-19.964672; 1.38509313699e-07
-19.9640746667; 1.38503990405e-07
-19.9634773333; 1.38495023632e-07
-19.96288; 1.38483846902e-07
-19.9622826667; 1.38472115051e-07
-19.9616853333; 1.38459759116e-07
-19.961088; 1.38446759493e-07
-19.9604906667; 1.38431977818e-07
-19.9598933333; 1.38416130971e-07
-19.959296; 1.38398295264e-07
-19.9586986667; 1.38379572918e-07
-19.9581013333; 1.38359563649e-07
-19.957504; 1.38341608605e-07
-19.9569066667; 1.38326221149e-07
-19.9563093333; 1.38314861193e-07
-19.955712; 1.38306755699e-07
-19.9551146667; 1.38300604141e-07
-19.9545173333; 1.38297136491e-07
-19.95392; 1.38294697544e-07
-19.9533226667; 1.38292924739e-07
-19.9527253333; 1.38291073831e-07
-19.952128; 1.3829081244e-07
-19.9515306667; 1.38293250039e-07
-19.9509333333; 1.38300233563e-07
-19.950336; 1.38311735659e-07
-19.9497386667; 1.38327731325e-07
-19.9491413333; 1.38346744468e-07
-19.948544; 1.38367835861e-07
-19.9479466667; 1.38388971696e-07
-19.9473493333; 1.38410529636e-07
-19.946752; 1.38433624721e-07
-19.9461546667; 1.3845678177e-07
-19.9455573333; 1.38482033173e-07
-19.94496; 1.38510295661e-07
-19.9443626667; 1.38540453712e-07
-19.9437653333; 1.3857306637e-07
-19.943168; 1.3860608126e-07
-19.9425706667; 1.38638762362e-07
-19.9419733333; 1.38670374059e-07
-19.941376; 1.38702034591e-07
-19.9407786667; 1.38734148729e-07
-19.9401813333; 1.38768194495e-07
